sentence	sentence_id	locale	reason
Participó en combate en Guadalcanal y Kwajalein.	128da83c424253c5ba13f5f12d48e7aecdbe49dd3548807a5ab194a0dd8eb9ad	es	difficult-pronounce
Hay un punto oscuro cerca el su borde medio.	11f0ce1f90e64ae3c11200bf733ac3b1673e81f2c4e26093d10e2cc0355d1f9b	es	grammar-or-spelling
Los dos parteras se van entre alabanzas al poder de Dios.	12aab94cd529a5ea04d74007c1a8edcaf225e0f00a22d3235756533efcc334ce	es	grammar-or-spelling
"Myth as reality´s dream""."	12adfd48a58e010c979e83495bad6c1f83a4fa9c1687065f6fcc1b5f9b4c26f3	es	different-language
N. Kendall.	127d3499f4f9fea065d05a3707c0799ac97afbd66b25a1a67a2dc4d612b33acd	es	different-language
Una orquesta de música tradicional suele estar presenta.	12afccad621212ea48c024ae0fa6335a3d81ffd6bdf8316873d23954de508e1f	es	grammar-or-spelling
Есперих княз.	124692577b0bf2476ba8048e89ddd133cb53beac29153f2c4ccb6004e33ec48c	es	different-language
"En una entrevista con la revista ""Kerrang!"	1271653ecdb3b92cc4e0d569eea9bdb8d060a27183bb4ddab156564bfe56ad96	es	grammar-or-spelling
El siguiente diagrama muestra a las localidades en un radio de de East Bend.	12b2e58aed53fc73667b88b6c8c30872ecc34313e24c4a1c9806d57ce43ba3d1	es	grammar-or-spelling
"Carmelo Peralta"" está ubicado en la ciudad de Concepción."	12acde1842f17e714886cd029e0c64cb2571c2aeb815e714f89e14ca5542802f	es	grammar-or-spelling
N. Kendall.	127d3499f4f9fea065d05a3707c0799ac97afbd66b25a1a67a2dc4d612b33acd	es	different-language
El siguiente diagrama muestra a las localidades en un radio de de East Bend.	12b2e58aed53fc73667b88b6c8c30872ecc34313e24c4a1c9806d57ce43ba3d1	es	grammar-or-spelling
"La frase para este evento fue """"One Moment."	1289013ab28a6dd3b8f3ab28881f6c963b19d22a731a2bd460ca54bc5f9b0d8d	es	grammar-or-spelling
"Es altamente reconocible, y está ""en todas partes."	127b15fa48866b7b233e14598a3d8b4a3faa5d56ff1818242f5c3213d20b1187	es	grammar-or-spelling
Se presentó en six flags mountain Ca.	12b93c6a52c27471d59b1b18752791fa156f24296dd5ae9391f7e5e39136c90d	es	difficult-pronounce
"Presents"", este trabajo marcó su segunda y última incursión en los guiones televisivos."	12b9284836d85967b1229fa795fc477f589a64a8a60a83a5aa086550203c78b9	es	grammar-or-spelling
Abdul Kalam y el primer ministro Manmohan Singh.	1269c62236d986230df8ad5695cb88f90cdcf40a10e518facc3b8da66424802d	es	difficult-pronounce
En torno al proceso se desarrolló un ambiente de profunda división en Francia.	12b1a29fc2ff531d254b740e6c0f50b29a1c72df3f56324001f33b5c4043881a	es	grammar-or-spelling
Niels Christian Kierkegaard nació en Copenhague, Dinamarca.	12a19827aa776ab07ac7c3865861cfc1f215d68dea3b0a7d3a56e3417991e215	es	different-language
Se demuestra que Billy que es un miembro de la Iniciativa, junto con Hulkling.	12927fa99f4f34fd33d33e47a7c3beffe14a5ead5e642ef0b5b559b66427cb5a	es	different-language
Además es la zona donde se encuentra la Montaña Japonesa （日本アルプス）.	12ab5d594dfd82d965f1c5bca72be69c59436b21e0f4b1a4d2bdbb0008703f58	es	different-language
Hay un punto oscuro cerca el su borde medio.	11f0ce1f90e64ae3c11200bf733ac3b1673e81f2c4e26093d10e2cc0355d1f9b	es	grammar-or-spelling
Actualmente es Presidente de esta dos últimas Comisiones.	12bd5f36a8722f2b8664d22c0b859f4fde8ee3d4d6f2a434d10f267d26444faf	es	grammar-or-spelling
"Кирик, ""ostrov sv."	130b4abf978a7d7d26315b281c1fef378461fca10d51b755c49eafbc907b9f04	es	different-language
Su muerte fue debido a las complicaciones de la enfermedad de Parkinson.	1320b11856ac00606df5d6876f20c23922f61ad71b9f536a1bac1b2354968c10	es	Leo pero no escucho mi voz
Actualmente existe una reconstrucción de esta casa en el lugar.	13471500d5f9011f3a9da6aa187379e792868feb583ec79681124fcab3004b9b	es	Paso # 2 3 4 no funcionan
Actualmente es considerado como un Institución Educativa Emblemática.	131d3d280e779c72eb0dac5abcf9e7a3fb36babbd9ee5bf6dd7488d0752e769f	es	grammar-or-spelling
University of Bologna, Bologna, Italia.	1370a388314d97d24d85423515a8922a55889bc0946b35e938d325e7cc20b34b	es	different-language
Los conflictos son disminuido rápidamente por del Gran Fey y sus Las tríadas humanas.	13ba6539edfa06e7b210a400a9ef69e714b2567bc94831a46125c8d329821bf9	es	grammar-or-spelling
Durante la Guerra del Pacífico participó en la	140e7913da2a56fb436f8e13d7baad22bcec439bdb0ad6e0c4cf022ec8a943ed	es	grammar-or-spelling
Fort Worth, Harcourt Brace.	1409627f9ffdc4d013bc84229efa86f3173b43458a73988d2c6e2e26c86e3c48	es	different-language
Es ampliamente cultivada como planta ornamental en regiones fuera de su rango nativo.	14352ad0108fb5b39626f34018753ae5ef0bc06f2b5e93e92bf985d52108a757	es	Lleva varios días sin funcionar bien, da constantemente error, así no hay manera.
Este proceso se repite hasta que la totalidad del contenido gástrico pueda ser evacuado.	141b7dbfe09dbfeec86948839216a1122efa26f371b325e658e6df6fdc88313d	es	different-language
El estudio tiene una larga historia.	1449f6cca1ddeb9d68cce458c855ae2c20f5363c3b0d152545b13dbd91102bb0	es	different-language
El primer sistema eficiente fue propuesto por R. Canetti y otros.	13db1bb3c78aea82923025cb030c2e1be1194b488333f67d100ae4d26fb1cf4f	es	"Me aprece este mensaje, todo el rato
Upload of this clip keeps failing, keep retrying?"
La navegación del golfo Almirante Montt no presenta dificulta.	143a9aa7ddfa1278bc4059e1d1c601594fb3019ad7c10dbada9b8f0efdd68385	es	grammar-or-spelling
Cuando Izanagi llega entrada, Izanami ya estaba allí.	14464822aa7e1db8644505aa81c7c2064ed9f0926297ad466a9e1cc866dbe04d	es	grammar-or-spelling
Los conflictos son disminuido rápidamente por del Gran Fey y sus Las tríadas humanas.	13ba6539edfa06e7b210a400a9ef69e714b2567bc94831a46125c8d329821bf9	es	grammar-or-spelling
Esto conllevó un gran impulso para la carrera del Sexteto.	147578f5fe3f7962c6f7d4d517482f4adb830d3623bc40580578986f480d61d7	es	"se lee un mensajito que dice:
NO SE ENCONTRÓ NINGÚN MICRÓFONO"
Su hábitat natural son las sabana secas.	149e67ada4a17b98e15c8138e8f0437c1773d74a006b7e946afc0c625efcddb9	es	grammar-or-spelling
Esta se ubicada en la prefectura de Fukuoka, dentro de la isla de Kyushu.	14acfdbddef5611e91355af1a48e788c802a590efe3d903ab1d49c2f17024f1e	es	grammar-or-spelling
Las manzanas se venden como variedad protegida y marca registrada.	14d56656dace786f26e6fe55d4cac727d256e8253a8c7da211938d440387a2f6	es	no puedo grabar
Joder fue llamado anteriormente Adelia.	14f3f707db3c24c34c2ed65d016502dba72f06ab9747a2465b171ec19e8e36b9	es	difficult-pronounce
Se mantuvo en el All Souls College durante el resto de su carrera.	14fad411cc8331129d7345c5a90a5ea2d255cca5bda2a089b54289aa948746d4	es	difficult-pronounce
La localidad cuenta con una escuelas de nivel preescolar, una primaria y una telesecundaria.	152f41ad555c1024e2a80a4c9b7694add46cdc9dbe2c6f3fe00219d5223130e1	es	grammar-or-spelling
All songs by Frank Zappa.	156027b28a47519299bff7eaa8f999140bed134f17a49083db1e2ebdb1416f95	es	different-language
"Tú no has perdido nada, luego tú no tienes nada""."	15c91722fcac9715ccd1bcb37dcb7e0e8ddadf6b9471d433bde9efeb8883b505	es	offensive-language
Le Charme	15e703ff1a22f65f0f556e3e9128f8ddf36b4234920f9bf502350cd6506949b1	es	different-language
Pictures, Warner Bros.	15d37a05d18a8d4427b0d973c19a41374df97433379d48406627d89c087584d4	es	different-language
The best of Syd Barret.Wouldn,t you miss me?	15db9c81a265e1d50af18517b991a9a1ddd00afba8fffda1e98f30146e8127fd	es	different-language
Naturalmente para el solo queda claro que yo estaba en la habitación.	1621b6fb3919b5f32f9eaeada4e6e45a733b5ea3ebe941dcf3739d7022cae1b0	es	grammar-or-spelling
S Novel	1617cc05edec59423925616a882008eaf521ae0cbd8beac13658a44d105f910c	es	different-language
S Novel	1617cc05edec59423925616a882008eaf521ae0cbd8beac13658a44d105f910c	es	grammar-or-spelling
La parte norte de la plataforma interior es carece de rasgos distintivos.	164a059a0f55acf7904644c0a312b88ded0d0adde74106e76aa166ea3f6b9401	es	grammar-or-spelling
Sam Condor, Deputy Prime Minister and Minister of Foreign Affairs of St.	167e637fd7ecf8e1abea63c4ab948d9b3279e9aa7a121c8bb8c83bb8770ca9d9	es	different-language
El consumo del pulque tiene toda una tradición.	1719de33cea34b863dedadd064583292c3a9a16a82fe1b91231051f9b380e614	es	Dice que debo proporcionar acceso al micrófono, pero no explica cómo.
Galway, continuo escribiendo música y efectos de sonido para sus amigos los años siguientes.	17ad98af284d31071c297569d8c4aadd37671b03ceae85b2e1928e486b69e6a3	es	grammar-or-spelling
Ejerció su profesión primer en causas financieras en la capital.	178345746219162f30860752c37ec3033f27a365dee8ae397bcc15ddd8cbc034	es	grammar-or-spelling
Bonus track	17987790b0584c0f257e35594c2d02588e5c59b7c6cdc7d380b833a9bdacb1a1	es	different-language
I Can’t Stand It!	178361b268c8539e22eeee3b2b8dbf58ee74613e1fb6ccbcc291a45b90b2cdae	es	different-language
Las ventas del sencillo alrededor del mundo superaron el millón de copias.	179023861999795d69f071d1cd14c4aba2428a2b4ce942d2abab2dd804254b9b	es	grammar-or-spelling
Jugo inferiores en Everton de Viña del Mar.	17b608ed9e57ccf051733b7b2c3ecc8e4d46baf2399529f60f7dde55dadeed51	es	La frase no tiene sentido
Lo cual era y es cercano a mí!	17b825bda879c37273d1a6278c6518a9545408ce861824549cf8f16e5b60915c	es	grammar-or-spelling
Lo cual era y es cercano a mí!	17b825bda879c37273d1a6278c6518a9545408ce861824549cf8f16e5b60915c	es	No tiene sentido
Eso año, el primer filial blanco logró la primera posición en un año espectacular.	178e5e3f6abea7e8368ef4ff3a2f1c223be42feb992b7bea3f7c21404d11cb9a	es	grammar-or-spelling
Eso año, el primer filial blanco logró la primera posición en un año espectacular.	178e5e3f6abea7e8368ef4ff3a2f1c223be42feb992b7bea3f7c21404d11cb9a	es	Ese año, el primer filial blanco logró la primera posición en un año espectacular.
Puede ser observado desde grandes distancias debido a sus tamaño.	177d49ee3f4fb20ccc5d6ff72cd97d9c01b136a47977e15d99a7d293125ee44b	es	grammar-or-spelling
Puede ser observado desde grandes distancias debido a sus tamaño.	177d49ee3f4fb20ccc5d6ff72cd97d9c01b136a47977e15d99a7d293125ee44b	es	Puede ser observado desde grandes distancias debido a su tamaño.
La quinta temporada duró al aire, casi quince meses.	17af611d72dc2db20a6d75f238daab419a936552f7df61f8c94ded5bd55fb235	es	La quinta temporada duró en el aire, casi quince meses.
Quitando los asientos, puede llevar hasta de carga en el interior.	17aa8690fcb09fb9a0cfa86245f11a4021506621b33244e7fd7e1c949c8b3422	es	different-language
Quitando los asientos, puede llevar hasta de carga en el interior.	17aa8690fcb09fb9a0cfa86245f11a4021506621b33244e7fd7e1c949c8b3422	es	Quitando los asientos, puede llevar carga en el interior.
Obtuvo la medalla de plata en los en persecución por equipos.	17c2761a3da991343e9c6364d8d1c1b7ab335e15d1c0e7344be99146952705b2	es	Obtuvo la medalla de plata en persecución por equipos.
I Festival de Cine Migrante de Bogotá.	17d7adc45adda0c5bf96b94d0d2aa0d166ff88bebcad369660e7e2b4bc25a518	es	grammar-or-spelling
Pertenece a la International Society for Science and Religion.	17daf3fb747b0ed696733fe6d99c68b5cf06ebfd3d278178a951699006216393	es	different-language
Sanchez, Ramon Sobrino.	17bbca4c50103e25f8d99e0cf6a8451170394e72e288a356f1b563f5b97fd23f	es	grammar-or-spelling
Sus restos fueron depositados en el cementerio, Woodlawn Garden of Memories, en Houston, Texas.	17f04beed887893df3b514f92784a3c80722234bbeb475856d66bfb9a3fd550e	es	different-language
Thanks so much!	17e3db0ee87bd2ac0da5ab1bcafad71284dd5e8ba2af7a0f22da8acf52f2bb58	es	different-language
Sanchez, Ramon Sobrino.	17bbca4c50103e25f8d99e0cf6a8451170394e72e288a356f1b563f5b97fd23f	es	grammar-or-spelling
Otras localidades importantes son Exmouth, Denham, Gascoyne Junction y Coral Bay.	17ccc4ce4f33e0595f4e0719b1bf29840ca274a869dca5e9c2b04684056c88c7	es	different-language
Especificar en la historia de el cantante Luan Santana comenzó es difícil.	17f0cbb2f0a75eb484ec029172ba1ff15bce197d0e02d2b4279ffdba6e04d346	es	grammar-or-spelling
Especificar en la historia de el cantante Luan Santana comenzó es difícil.	17f0cbb2f0a75eb484ec029172ba1ff15bce197d0e02d2b4279ffdba6e04d346	es	grammar-or-spelling
En fue nombrado procónsul de la provincia senatorial de África Proconsular.	17ea6fe509a3620f7ee995e750faa8ea9a78e3a3c2c0243e1bb29c4b24e0a9e5	es	grammar-or-spelling
Del a Alto Comisionado en Londres.	17e06d1ec5b32503a3cafdaa029c750243d70aa390a9dc400607de5a8bc75a52	es	grammar-or-spelling
Especificar en la historia de el cantante Luan Santana comenzó es difícil.	17f0cbb2f0a75eb484ec029172ba1ff15bce197d0e02d2b4279ffdba6e04d346	es	grammar-or-spelling
Hoy es un importante centro pesquero y se está desarrollando como destino turístico.	179ff1503fa4207054d708cac5f742bd3a3207dfb1036ce2ae65624845721a4c	es	different-language
Hoy es un importante centro pesquero y se está desarrollando como destino turístico.	179ff1503fa4207054d708cac5f742bd3a3207dfb1036ce2ae65624845721a4c	es	difficult-pronounce
El idioma okinawense usa una mezcla entre kanji y hiragana.	17f3a460b258336f63b4a66f26dd6b9c923f2e053ddd5e33f1f5d242385a2068	es	grammar-or-spelling
El idioma okinawense usa una mezcla entre kanji y hiragana.	17f3a460b258336f63b4a66f26dd6b9c923f2e053ddd5e33f1f5d242385a2068	es	kanji e hiragana.
La carretera inicia en el sur desde la hacia el norte en la Victor.	17ebd34ebed1ac9211dd794dda8fed6c81c052bc761e6200d226eb1035aa6d6d	es	grammar-or-spelling
El idioma okinawense usa una mezcla entre kanji y hiragana.	17f3a460b258336f63b4a66f26dd6b9c923f2e053ddd5e33f1f5d242385a2068	es	grammar-or-spelling
El idioma okinawense usa una mezcla entre kanji y hiragana.	17f3a460b258336f63b4a66f26dd6b9c923f2e053ddd5e33f1f5d242385a2068	es	se dice y escribe kanji e hiragana.
Esto obligó a Didio a abandonar la persecución y salvo a la flota pompeyana.	17b412487ed6214f77c23bc0d272a1d9d65247be9df0e6baf512084ee246c597	es	grammar-or-spelling
Hija unica del matrimonio entre Francisco Prats Ramírez y Consuelo Martínez.	17f697cfa84df1a27cdf8c442b3b1d15e2262f3aa669eb04a5f965099b2eb191	es	grammar-or-spelling
El diseñó de Focke Wulf no resultó ser mejor.	18007a37844e54edd35f7b8b8a540b1a0ed9384480383035ea63fcaf357fa75b	es	grammar-or-spelling
Thanks so much!	17e3db0ee87bd2ac0da5ab1bcafad71284dd5e8ba2af7a0f22da8acf52f2bb58	es	different-language
Del a Alto Comisionado en Londres.	17e06d1ec5b32503a3cafdaa029c750243d70aa390a9dc400607de5a8bc75a52	es	grammar-or-spelling
"Pleasant en ""The Cat and the Canary""."	17b61c9b8b87fbc3e55bc2cee9ee886c2e2320f1adbe82b9eb34b38e324d903b	es	different-language
Sus cenizas descansan en la iglesia de St.	17ec95746d1992c8bde36aadea30e3620f6fb7b392fa27ebda5b1f280cb2457a	es	grammar-or-spelling
Es eje principal para China Southern Airlines.	182727060cddb73517c7603c063565d463264afe31c5aecde8b546854ee91426	es	different-language
El la localidad existe un centro de atención primaria en salud.	18268ca462c38b267c450a3ac8ede1b01086e80232faa0f79a9c9f091673495e	es	grammar-or-spelling
La Neuville-Housset	18176dc6fa0343a5c143c198e7748b3704c5ec61b4f57c30b16d7c7952ad3904	es	different-language
"Estaba conformado por ""Louis Berger International Inc."	1829d387d9ee62d26ead132f267c822ed110435b72b2196f49c159473473089f	es	difficult-pronounce
Otras escenas fueron rodadas en St.	1835e30723e35ee099eecb8f09f90b9cf57dd8e59bd4eaa6ab8636000ffe2098	es	difficult-pronounce
"Pleasant en ""The Cat and the Canary""."	17b61c9b8b87fbc3e55bc2cee9ee886c2e2320f1adbe82b9eb34b38e324d903b	es	different-language
Aun con el trauma del incidente, Hamilton estaba determinada a volver a surfear.	1829a01aa629b1452b18a9801169c252b6343d442e08dda68758f0b445ebffe6	es	grammar-or-spelling
"La vocal q sonidos ""como el ""ir"" de 'chica' inglesa""."	17fb11b564476eeed0380980d27ad41fda9109c111f03b1d99be98b0e8c247e5	es	Sin sentido
Aun con el trauma del incidente, Hamilton estaba determinada a volver a surfear.	1829a01aa629b1452b18a9801169c252b6343d442e08dda68758f0b445ebffe6	es	grammar-or-spelling
Del a Alto Comisionado en Londres.	17e06d1ec5b32503a3cafdaa029c750243d70aa390a9dc400607de5a8bc75a52	es	Sin sentido
Allí son alcanzado por sus perseguidores.	17ff47cfb5de465a2b32df5ec50a6b39456cd9730ad70a61a84ee9afbc8c6ee0	es	grammar-or-spelling
A principios dels.	185d3c16ac2ee171ae4f9f2c3b7c8d4f91caf858957f3e9189085e4b388a7287	es	grammar-or-spelling
Antes de salir para ir audición para el contrato discográfico, Courtney aparece.	18667c4d7c7c7565c78d7abd5093b3d688d1accc02799bba65b2c24aa704fff4	es	grammar-or-spelling
"Evidence based medicine: what it is and what it isn't."	185d8303825f73b900a2c7fb6096c578dc373e48778dfe2f2e8fd5822f0951a9	es	different-language
Estudió en el Drama With A Difference.	186a4923c159fd4826f8aa33f150855387fcf93dec0eace7261a5396a5a9534f	es	different-language
Periodista y columnista de los Diarios Noticias y Ultima Hora de Paraguay.	185513d0f54d8a337ca993ad56eef6c8d0bbccc4f4d559d8d2d205733ae5a1ed	es	grammar-or-spelling
El siguiente diagrama muestra a las localidades en un radio de de Shannon.	1863ee06cdb3dfee0b40dfb8d45034ca6731e9c94281c116e7893322adb24395	es	grammar-or-spelling
Los ascendientes de Brown era afroamericanos, chickasaw y choctaw.	18ba0cc27590642ac2aae223e07e7e1ec23d16c4dc99b45f24401eca236e92a9	es	grammar-or-spelling
"Madrid Days"", un film de suspenso."	185ad37d14da42fb98112f3558386823547440f439db239352250ef280caf59a	es	grammar-or-spelling
Con Guatemala, por lo que tampoco pudo clasificar a esta selección, al mundial.	18b0ce8c5059c800d0bc5379ff27357c0faa00df0034a60f113c543e1f78adec	es	grammar-or-spelling
Es un digimon experimental creado por Yggdrasil.	188cc917418eb65be7b839bb9dc217863f76ba62f44b6b9f8f939158c4b6bb30	es	difficult-pronounce
Allerton Press, Inc.	18a03f939d562c4a26f596df3aca6ce72f9690207940786d659ef4851703a1e8	es	different-language
"Wentz escribió un libro titulado ""The Boy With the Thorn In His Side""."	187fa190235db15dab1a75b165c622928aef49e2c55ec9596938a5460237a2e2	es	different-language
De Sn.	186c54c2863da7def6d83229ccaa29e4784487608ad3f08fc1222a881d59e687	es	difficult-pronounce
D. en Biología por Stanford University.	18b0d7b6889330979be59273f8c5f0f2ea321e4d9670bbffedc3f96536b7d9a0	es	grammar-or-spelling
The X Factor	18d6493e87e9f42312b2732521131e627214ca8dcaf27c62f44896acc8ae67c1	es	different-language
Volvió a St.	18d9205274d1ee9a678e60c2e193de32dfa543d07934fc6d66f6962fdda5830c	es	grammar-or-spelling
Dijo que el contrato y liberado en la casa hacia fuera.	183fac3bff84e870d75c6a1e48953bec9d39c1161e9521c1f1cced408735c362	es	grammar-or-spelling
Sus otras facultades normativas son limitados.	18d6b6eee6ff26ed29a3c5ad9b6349e15950d335f4f8842c67dd3965df0a014f	es	grammar-or-spelling
Al siguiente día, The Miz derrotó a The Big Show por Count Out.	18b76eac47cc3dee381e460a816e3cca7292fd3867a8bf612378dc7d0010ef72	es	different-language
Los ascendientes de Brown era afroamericanos, chickasaw y choctaw.	18ba0cc27590642ac2aae223e07e7e1ec23d16c4dc99b45f24401eca236e92a9	es	grammar-or-spelling
Los ascendientes de Brown era afroamericanos, chickasaw y choctaw.	18ba0cc27590642ac2aae223e07e7e1ec23d16c4dc99b45f24401eca236e92a9	es	difficult-pronounce
Sus otras facultades normativas son limitados.	18d6b6eee6ff26ed29a3c5ad9b6349e15950d335f4f8842c67dd3965df0a014f	es	grammar-or-spelling
Sus otras facultades normativas son limitados.	18d6b6eee6ff26ed29a3c5ad9b6349e15950d335f4f8842c67dd3965df0a014f	es	confusion de género en la frase
D. en Biología por Stanford University.	18b0d7b6889330979be59273f8c5f0f2ea321e4d9670bbffedc3f96536b7d9a0	es	grammar-or-spelling
D. en Biología por Stanford University.	18b0d7b6889330979be59273f8c5f0f2ea321e4d9670bbffedc3f96536b7d9a0	es	D. no es Dr., don no es doctor.
"Madrid Days"", un film de suspenso."	185ad37d14da42fb98112f3558386823547440f439db239352250ef280caf59a	es	grammar-or-spelling
"Madrid Days"", un film de suspenso."	185ad37d14da42fb98112f3558386823547440f439db239352250ef280caf59a	es	La palabra correcta es suspense y no suspenso.
How Do You Feel Now?	18b9bb61bac9e48b1228b1c0914d9d61a4043370f20b295f89d5c02b38a08464	es	different-language
How Do You Feel Now?	18b9bb61bac9e48b1228b1c0914d9d61a4043370f20b295f89d5c02b38a08464	es	different-language
En esta provincia se halla las fuentes del río Éufrates.	18bbbd7a2f800782f338da6afb0503170481d7b78c9e298f69e032455e72a650	es	grammar-or-spelling
En esta provincia se halla las fuentes del río Éufrates.	18bbbd7a2f800782f338da6afb0503170481d7b78c9e298f69e032455e72a650	es	se hallan, y no se halla.
Cochabamba y Santa Cruz de la Sierra apoyaron como subsedes para cierto eventos deportivos.	18e4e367de316eabf7eecc0e6b846445cf9beee6950ee40d2ead07ed36b6aa66	es	grammar-or-spelling
Cochabamba y Santa Cruz de la Sierra apoyaron como subsedes para cierto eventos deportivos.	18e4e367de316eabf7eecc0e6b846445cf9beee6950ee40d2ead07ed36b6aa66	es	cierto debe estar en plural ciertos
Bunsen la vida como hombre público era ahora prácticamente al final.	18c0d1c38775cb97faa26593edffdd11ed2329aa9c91f1d4f7a365e5576ce61e	es	grammar-or-spelling
Bunsen la vida como hombre público era ahora prácticamente al final.	18c0d1c38775cb97faa26593edffdd11ed2329aa9c91f1d4f7a365e5576ce61e	es	frase sin sentido
El conde de St.	18c076cda7815ebaf1179b428d30697971607e6864aba10caaf649baef4cb633	es	incompleto
"Evidence based medicine: what it is and what it isn't."	185d8303825f73b900a2c7fb6096c578dc373e48778dfe2f2e8fd5822f0951a9	es	different-language
Cara blanca, parche auricular y faja malar, negros.	18b0926c3d395bf5aa6ee76c95e851f92c0a105c6064ad7f0a82022796cb2fa0	es	grammar-or-spelling
Cara blanca, parche auricular y faja malar, negros.	18b0926c3d395bf5aa6ee76c95e851f92c0a105c6064ad7f0a82022796cb2fa0	es	different-language
Cara blanca, parche auricular y faja malar, negros.	18b0926c3d395bf5aa6ee76c95e851f92c0a105c6064ad7f0a82022796cb2fa0	es	difficult-pronounce
Cara blanca, parche auricular y faja malar, negros.	18b0926c3d395bf5aa6ee76c95e851f92c0a105c6064ad7f0a82022796cb2fa0	es	offensive-language
Cara blanca, parche auricular y faja malar, negros.	18b0926c3d395bf5aa6ee76c95e851f92c0a105c6064ad7f0a82022796cb2fa0	es	"no es mi voz alguien ya uso esto
"
How Do You Feel Now?	18b9bb61bac9e48b1228b1c0914d9d61a4043370f20b295f89d5c02b38a08464	es	different-language
The X Factor	18d6493e87e9f42312b2732521131e627214ca8dcaf27c62f44896acc8ae67c1	es	different-language
Recetas más modernas añaden otros ingredientes al plata, como salmón ahumado y verduras.	194856c1d59be4cb7bdacea9a3375b13fe7bebb1cfb0be66ebd16800e400e36a	es	grammar-or-spelling
Kathryn Vale es una es una estrella de cine con un oscuro pasado.	19618ab2e464de89b0bd7f505cc14aba37856eb16498e23f845ab1fb9b4d2655	es	grammar-or-spelling
La iglesia actual fue construida y ampliado en la misma parcela.	195e5aa58a95db8efb61c40c453b61837b271a82f9790b6f9c4060cc066875fd	es	grammar-or-spelling
La noticia salta a todas las portadas y sentencia de muerte al Rock-Ola.	193bdb3b2c320436c1c449498ccba0b040d43aeaebc7db67b3976b061b96013c	es	grammar-or-spelling
Relacionado con Rosaceae y con Saxifragaceae.	192db44848851dd7fa5483fb1362a43ba93ebeaf22a1957ba97fa0df6bc483a8	es	difficult-pronounce
"El video musical para ""Mr."	19315ccd2818145c5b87e37be36e8a05bad57ff5815a63293826bf22001abac6	es	grammar-or-spelling
Re de Publ.	19609c981582657904391b99e23c21d7a6eda15f5ab1498eeb3308b1e76636a2	es	grammar-or-spelling
La iglesia actual fue construida y ampliado en la misma parcela.	195e5aa58a95db8efb61c40c453b61837b271a82f9790b6f9c4060cc066875fd	es	grammar-or-spelling
Mientras en India, llevó a numerosos experimentos botánicos y observaciones en nombre de Darwin.	1960401c09842c3331ee56d0be6c945ab9f863c83580f091f16ae3861fa63d52	es	grammar-or-spelling
Hay varias formas de determinar este porcentaje dependiendo con que sea comparado.	194b7b49e2428a1066a1d68b2548e07854a2a5be44355ec235396ee6008f6ffb	es	grammar-or-spelling
De Sn.	186c54c2863da7def6d83229ccaa29e4784487608ad3f08fc1222a881d59e687	es	different-language
"Evidence based medicine: what it is and what it isn't."	185d8303825f73b900a2c7fb6096c578dc373e48778dfe2f2e8fd5822f0951a9	es	different-language
La aguja es a menudo ligeramente coronar de rayos con chocolate.	19772fba3e734f23b329377f6550672b0bab67ee42a7cdda271faa741a31fae8	es	grammar-or-spelling
Nació en la Parroquia de St.	19690c1492b54a60cb74171aa797579daf21ad7bcff71c4164ce0e460d53834a	es	grammar-or-spelling
Se conocieron siendo estudiantes en la escuela de arte St.	1962a90923c47715cc670f83db589c7102599996d4d8a8eba0b222cfbb1f2ff4	es	grammar-or-spelling
Por ella circulan principalmente trenes regionales que unen Châtellerault o Poitiers con Angoulême.	193de675c40d3d554410cbb9065251d30f499c55cbf3a28aa717032a9fd4fa33	es	difficult-pronounce
La primera elección de Rowling era Terry Gilliam, pero Warner Bros.	190eeb86fa1da0887d65d0695772a0f3e41961cac49bbf77ccdac26c299822ce	es	frase cortada en punto prematuramente
Nació en la Parroquia de St.	19690c1492b54a60cb74171aa797579daf21ad7bcff71c4164ce0e460d53834a	es	frase cortada en punto prematuramente
Camino al cadalso y con la multitud limeña convulsionada, el Virrey los hizo matar.	1983f67d4ed611eee39c887519960a68cf3133d51038f10cc9897faa479d13ca	es	grammar-or-spelling
De Sn.	186c54c2863da7def6d83229ccaa29e4784487608ad3f08fc1222a881d59e687	es	grammar-or-spelling
De Sn.	186c54c2863da7def6d83229ccaa29e4784487608ad3f08fc1222a881d59e687	es	difficult-pronounce
La estación de Metro Cementerios se encuentra ubicada frente a la entrada de Av.	19be5776a86e3486749af7a7f3b928b6f9fe708dee7277dae81dd3235e8d9ed6	es	Oración incompleta.
Estos sistemas estas compuestos por dos tipos, analógicos y digitales.	19cfc0f7d236fbe7c11c8bc6dabe54fdb383509f2de4faa7a6f27b1c25fb7b8b	es	grammar-or-spelling
A partir de entonces, se le conoció como ciudad de Veracruz o simplemente, Veracruz.	19e3c6cb1d1e0c50650de458f8e96c35b8e5baf69d0abc15d3d8d25d7313ea5e	es	grammar-or-spelling
El derecho civil tiene naturaleza privada.	19d793992551148e5bd80fa9c1c65711149be50b4a604a62de6d0c7d451f9944	es	Error en el sentido de la frase
La inteligencia polaca produjo algunas visados falsos.	1a079ac9742bcf683b4e39d973a76f2a42c729ddc4a7ee5f76564f2630ba5291	es	grammar-or-spelling
Ese mismo ano participó en la campaña en contra del desafuero del Lic.	19ef2ac039eb5a30bc1332f683a61759e6604567083fdb213853ac33c5bbc8f5	es	grammar-or-spelling
Conozco mis talentos y mis limitaciones.	1a087af6f90d22e17ec5df1614b2017e5ac157895b3caecc285f480cfa74612f	es	different-language
