,accent,spectral_centroid,spectral_bandwidth,spectral_rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13
1824,España,2050.9334572396456,1474.1457044475446,3723.165760869565,-447.9248,140.36766,-36.17329,-17.12722,25.48796,-2.9198136,-10.933356,0.94976133,-2.0331082,-6.436835,-8.316067,-4.9641824,-0.4191011
1825,España,2067.0928274250473,1413.6432922553302,3679.0424311926604,-436.12604,154.13727,-46.863197,-16.015038,36.606976,1.7606453,-10.795446,0.8959417,-1.0617975,-7.042826,-11.465359,-4.181971,1.7366111
1826,España,2083.89050722242,1458.8554074381912,3751.0793585526317,-454.866,131.0395,-37.01291,-16.110727,23.83969,-4.070632,-8.861434,2.8998845,-2.515868,-6.0957284,-6.08669,-4.4600205,-1.8833977
1827,España,2186.4657765760253,1509.5768663749918,3947.705258302583,-463.9462,140.83475,-41.16413,-11.3597355,22.337698,-12.956095,-8.23368,6.15485,-2.009727,-4.3480935,-5.944905,-2.8690038,1.1972146
1828,España,1962.8304032173523,1354.0346804691112,3473.925285532995,-413.94864,164.82144,-47.833874,-23.879742,30.374796,0.42898932,-8.927679,0.017561898,-7.240222,-10.478223,-8.969763,-3.3635118,0.4465245
1829,España,2376.673703359307,1763.3604567509421,4463.029035433071,-374.25165,117.57263,-52.04911,2.2423508,9.325478,-27.351875,-2.0781584,-4.144337,-17.505268,-7.007578,-7.2367406,-5.1830506,-3.9134858
1830,España,2569.918346861752,1734.3859809809671,4637.0447834645665,-328.13327,126.465904,-68.84886,10.663101,15.488426,-34.75633,-2.4287105,-6.235604,-22.713165,-7.9219117,-7.9060717,-4.995197,-5.0166683
1831,España,2555.1355531785425,1702.1312657683236,4608.995752427184,-289.04254,147.60408,-83.99749,11.651034,17.113142,-41.90815,-1.730885,-6.076915,-25.044415,-6.6286125,-9.540699,-8.326218,-5.166599
1832,España,2722.056639636878,1800.9709702377945,4812.796875,-343.75473,109.787575,-66.39143,13.249931,12.657981,-34.462982,-2.431978,-5.785665,-16.139297,-5.431726,-10.98817,-2.9792984,-2.5367496
1833,España,2728.910163777986,1814.0804403040922,4867.620434508816,-372.4242,102.35217,-60.696365,7.23597,13.150366,-26.97127,-2.5437026,-9.016774,-18.123728,-1.7133482,-5.0393095,-2.9280093,-1.151948
1834,España,2653.09212971335,1867.079955961704,4890.181107954545,-404.8623,87.33567,-49.96958,5.659813,7.445199,-23.957306,-0.30588982,-4.799114,-12.89841,-3.8325508,-6.711141,-1.0727684,-1.4750549
1835,España,2282.483005544346,1722.4041104377873,4080.1801539179105,-373.4106,105.83023,-26.978327,27.33522,15.275525,-12.290294,10.861672,-17.221016,-24.605469,-3.1990674,-16.603413,-9.0662,-1.9151711
1836,España,2206.4140859930894,1668.774065679067,3855.650279690189,-340.94223,108.472115,-22.834133,31.078543,19.105028,-11.2428465,9.892139,-15.327278,-19.535204,1.9253103,-15.662012,-10.485206,0.662946
1837,España,2196.6618956193342,1681.878581360159,3861.316568047337,-345.90283,128.97981,-31.169094,36.785057,20.614033,-18.245316,7.053627,-21.557154,-23.22025,1.8233792,-19.646814,-11.94947,-1.9451842
1838,España,2181.6281568829445,1609.51279964271,3812.998291571754,-344.4071,121.61381,-34.28612,26.764801,19.454046,-14.709336,8.2454605,-14.785023,-19.301828,0.6161506,-15.759643,-7.8897786,0.048957076
1839,España,1966.4569132588767,1564.2784199075488,3640.962087563452,-359.3823,121.339386,-24.866453,21.471333,20.683445,-17.365938,-4.405875,-14.856215,-18.947136,-3.432702,-12.703124,-12.071787,-6.656621
1840,España,1931.3150051397215,1626.2205445210684,3589.2938410194174,-342.16357,130.43672,-24.950228,24.61832,18.702585,-17.048426,-0.51301265,-20.900324,-21.918262,2.7282224,-12.9205265,-11.980865,-1.0110981
1841,España,1882.09095157888,1514.8970360247756,3325.15625,-364.5821,124.31029,-22.355408,14.519004,13.813359,-7.339009,3.92052,-20.473494,-18.679916,1.1397189,-11.126437,-3.3139157,0.07551597
1842,España,1549.2730455300275,1696.6840262978005,3399.483816964286,-483.88107,87.48286,16.608616,17.001469,24.723772,10.335749,2.4009132,1.7221761,1.3695787,-1.1440715,-1.1249342,5.3162537,4.3933635
1843,España,1541.4234599992867,1575.5615295597458,3153.1837544065806,-347.27878,115.76632,10.244998,30.69486,35.00024,10.422723,6.9539237,-2.182909,-2.3864877,1.4244549,-5.0589952,2.9899356,6.1564703
1844,España,1525.9378716854485,1546.0035411194317,3074.636457109283,-362.4577,107.8852,10.935539,24.616982,31.91231,9.523977,3.4099803,-0.7407044,0.18120635,1.0003135,-3.7632737,3.7922714,5.800647
1845,España,1548.6729551404674,1699.7759863131391,3406.3055062166964,-397.1261,88.653114,16.703114,21.450659,26.400768,11.059346,4.9068303,1.8730859,2.247511,0.3324985,-2.564062,5.7290316,6.6252666
1846,España,1524.2242732060765,1606.3547870457955,3160.256644275701,-377.71414,114.736565,16.207268,20.54224,21.778543,6.6748137,6.6539297,1.0042218,1.9758132,1.9943981,-4.043674,4.5823445,4.4257503
1847,España,1447.1639251617737,1507.4005976927826,2987.222546728972,-360.34073,121.4831,14.441248,23.942446,35.071056,10.123951,-0.3365237,-0.86423254,-0.28781605,-4.150088,-6.0721335,4.3276377,3.496162
1848,España,1490.3750570930897,1529.9699352040852,2977.5649185336047,-366.83557,126.82402,6.3514194,21.236263,29.86007,4.590586,2.5081236,-1.7325865,-4.346111,-0.6471024,-5.093805,-1.5896924,2.8714483
1849,España,1286.766214670247,1409.7334925268715,2555.3701456310678,-346.62872,131.82327,21.289871,26.352324,30.834133,5.68596,-0.9769314,-0.591727,2.258849,-1.7354498,-9.105842,1.1801053,3.837324
1850,España,1426.4194373667756,1524.9295905182464,2974.4140625,-364.21933,139.61404,9.596836,15.103532,24.682653,1.5190346,3.7676976,6.292168,-2.968519,-7.8672986,-4.292028,6.0218306,5.8404093
1851,España,1408.589108949537,1484.430353078791,2781.841546997389,-359.09637,121.54002,14.279364,24.738424,34.630875,8.912261,1.056338,2.946716,2.867955,-3.980565,-7.477759,6.5991683,9.201213
1852,España,1541.9293506685783,1563.7480111993393,3160.6602822580644,-389.34842,113.95321,12.113439,25.09821,34.73956,6.3881273,-2.9803572,-0.0074415104,1.5787102,-2.9736688,-6.5865912,4.059154,6.256294
1853,España,1307.6518633076525,1416.612869329647,2617.805863899614,-347.5602,143.84018,9.995247,24.866037,37.422527,6.4930973,-2.124601,-0.99943393,0.7522378,-2.9985278,-6.514793,8.571834,9.787963
1854,España,1295.035193244139,1493.1750620782043,2682.9728890728475,-311.3251,151.55919,5.955642,28.799055,35.20202,5.279224,4.9985948,1.9307785,5.1819873,1.6637158,-10.840688,4.4634185,6.820809
1855,España,1265.8848787980207,1406.449864861597,2490.5533667621776,-355.55975,132.54346,15.451525,24.795298,33.13749,1.2464095,-5.450502,5.7028165,6.712248,-6.2121177,-9.358021,3.7680514,0.16266228
1856,España,1316.8978802554616,1478.6990479992367,2574.3018617021276,-358.78976,129.64503,16.295511,28.958395,32.45788,9.630676,6.5477138,0.7250154,0.057928856,-3.4817708,-7.6867304,8.34043,7.541981
1857,España,1340.5173796506367,1465.5195653528122,2758.3881578947367,-337.62524,127.771324,8.645694,23.016205,37.00876,9.325265,-2.7173126,-3.674205,-0.53278863,-4.2338943,-8.440459,6.531184,8.918935
1858,España,1421.0054882481254,1483.0335115105058,2804.1578389830506,-330.41254,129.16396,12.758135,30.358828,35.37509,5.0666513,0.90138066,2.1958165,3.184459,-3.1638215,-8.049578,9.179058,8.768485
1859,España,1348.136508519916,1461.8150699528458,2762.6177443991855,-355.66977,139.3918,8.025067,22.405134,39.22719,8.798861,-1.828398,0.77786845,-0.10649411,-5.7067933,-5.403519,7.6686044,4.770699
1860,España,1505.8722500079493,1584.8335430983602,3070.0647463002115,-363.0021,107.5603,7.7662,27.745693,33.395866,6.874139,3.662575,1.944043,2.1649601,0.6310289,-6.6639066,0.35448873,1.2445227
1861,España,2092.330932908609,1787.0962847155631,3900.9873102466795,-456.53906,137.0208,-30.920696,31.610176,28.034834,-7.308642,19.189873,2.7215426,-1.8345826,14.065641,-3.9970255,4.7968564,12.023708
1862,España,1969.3332158715632,1944.5060358498365,4158.305921052632,-468.65872,116.190994,-11.967342,17.584488,18.339746,-0.5283205,14.2612915,3.080197,3.6416936,12.786833,-1.6174601,8.332033,14.624181
1863,España,1777.7440748051886,1853.8068363322034,3735.604378172589,-422.78214,134.9139,-11.943782,23.482498,25.008165,0.95818627,11.631543,-2.9717634,1.1688116,11.657155,-5.098715,5.606475,8.996457
1864,España,2252.5447478755364,1831.1135551060322,4138.117009943182,-416.1851,138.68848,-37.75404,34.604332,34.510906,-8.206844,12.693826,1.2603202,2.113141,11.645575,-4.4992576,12.029968,9.616577
1865,España,1783.4193578933498,1754.8122641225707,3505.8456205985917,-396.43387,153.97417,-22.607183,20.288584,26.995113,-0.1724961,10.456094,-5.462771,2.4561193,13.721063,-8.616182,6.5774417,13.416999
1866,España,2000.5957656862806,1775.311939419535,3903.1875,-395.848,145.97319,-26.876516,24.938871,30.045294,-1.4785522,11.906421,-3.9287646,0.6290763,14.042227,-5.6159277,5.0466137,8.7447
1867,España,2148.9158999487227,1750.6169200799382,3943.648538961039,-408.56345,135.49393,-25.46486,20.87569,23.371653,-6.3604193,10.983447,0.3625482,1.9371022,10.93506,-7.8591175,4.675201,11.296521
1868,España,2065.123453634006,1889.8869378581644,4113.736579754601,-418.57306,152.9043,-36.240643,33.222874,29.362465,-6.769329,17.461037,-6.1104507,-2.339783,17.228756,-9.333114,2.7423615,11.59628
1869,España,1839.2161131697214,1820.4777476554127,3720.2335583623694,-403.25894,155.27194,-25.334858,26.90816,28.650581,-2.1144884,12.243217,-9.243396,-1.0648323,18.022419,-7.8989835,1.2448424,10.234883
1870,España,1899.893324461073,1845.717126938916,3841.079215116279,-422.58044,156.75587,-28.346344,23.963972,22.81299,-3.7615533,17.010553,-6.532997,0.0115441615,18.109652,-9.349294,4.4441338,15.321766
1871,España,1692.2824843035644,1752.3703847275333,3373.051948051948,-416.75333,154.3951,-31.092772,27.43493,33.11205,-0.7352096,12.600424,-5.1268353,2.9381568,17.265976,-6.8380175,5.779209,10.92594
1872,España,1856.7063631350304,1831.672211124325,3813.0410318559557,-431.20044,148.07677,-27.552523,22.974142,27.73261,-1.2076455,14.383216,-1.9497411,1.5121673,12.840772,-7.07122,6.7053905,11.723413
1873,España,2149.117243895151,2019.146029458253,4551.490106177606,-472.53427,129.51518,-29.151077,26.078583,25.311285,-4.945384,16.243431,0.15258566,0.18767568,15.831072,-1.5968903,7.785555,13.881277
1874,España,1801.7391500840938,1786.4477102432177,3731.5445933456563,-416.55356,163.75024,-28.71878,29.206305,30.522709,-2.9847648,14.881477,-5.57924,1.2981534,19.22793,-6.221092,4.4745145,11.25307
1875,España,1967.63242614352,1922.4604162873743,4135.161194620253,-477.43414,134.6484,-27.213139,24.94959,23.3611,-5.04786,17.745953,1.6696354,0.78564346,14.855518,-3.1583233,5.72358,10.768491
1876,España,2134.5447910992884,1895.7212350169605,4328.303135179153,-450.358,131.32594,-31.370584,23.892424,26.51563,-4.3636875,13.962185,0.7947316,3.2729487,13.96966,-5.7157164,6.6163635,11.81475
1877,España,1901.205986140483,1818.668974335876,3898.999075052854,-443.60486,147.21637,-19.494976,20.261444,19.876945,-3.9367478,16.383884,-1.3889263,-1.268832,14.311236,-4.9694777,3.736193,12.399488
1878,España,1865.8993523856336,1867.0410551769069,3869.406011450382,-417.27585,150.8153,-24.684334,27.903969,28.045897,-3.5146425,14.381166,-5.6491294,-1.9003321,18.114117,-4.1903815,2.8454173,11.234262
1879,España,1750.1684095624512,1775.8635703502846,3635.7992256637167,-436.08374,164.6641,-24.020393,22.070185,24.963655,-1.3972121,15.182183,-7.76609,-1.9201401,18.691841,-4.3946376,4.6128974,12.7352
1880,España,2017.3473788352253,1647.8623208316785,3936.8733288770054,-437.05548,112.4217,-16.508148,5.5371537,12.560886,-7.943663,-1.7466084,-12.54276,-15.355452,-3.8112903,-9.274311,-8.248157,-8.274764
1881,España,1984.901009668095,1632.3166839283388,3754.026539708266,-382.7962,130.74884,-15.398673,8.802845,16.932535,-5.4605837,1.0743695,-12.857703,-17.634315,-5.5555596,-11.816913,-10.040484,-9.72588
1882,España,1978.4708608168382,1740.3715432511822,3883.51317264574,-371.06253,129.07072,-19.039171,13.786181,20.386393,-4.737888,2.4662387,-16.021912,-19.654604,-2.8044727,-12.059501,-11.50414,-9.287132
1883,España,1964.4119492017594,1651.4428768619214,3741.409491701245,-361.8151,140.87294,-24.06901,10.654712,19.424545,-6.783434,4.232036,-11.947956,-19.608555,-7.0144186,-13.899034,-9.07694,-7.8868093
1884,España,2037.1500161778126,1639.5013257091703,3817.7805656934306,-353.56088,113.18506,-12.734096,8.461666,17.23243,-2.9611974,1.2294382,-8.689261,-13.79586,-8.745677,-14.432983,-8.697618,-7.161478
1885,España,2086.7758020554174,1722.1367481641948,3995.433745306633,-380.46637,104.470665,-6.787294,8.683599,15.85519,-2.6888201,-0.317049,-8.388882,-11.532742,-5.9004297,-12.265565,-9.622916,-7.8980875
1886,España,1995.7492867548617,1680.7073474697163,3821.639150943396,-379.32086,127.54623,-12.484314,3.7791793,10.450709,-8.270469,1.2202774,-9.929748,-17.990477,-8.198607,-11.151981,-9.072217,-8.218284
1887,España,1972.6177523136812,1697.585697960865,3802.182275835866,-368.81833,118.6434,-9.841629,14.421699,16.90039,-6.7701087,1.2519237,-11.507893,-16.555647,-3.6596346,-10.836264,-12.153431,-9.708937
1888,España,1853.2790493321097,1680.3312417202176,3692.377034023669,-368.21848,131.14499,-12.024067,8.153104,16.595999,-3.4554439,3.020526,-11.533672,-18.472109,-7.4543896,-12.956448,-11.125094,-8.819528
1889,España,2389.3697162281837,1946.198620031914,4774.425551470588,-450.87674,90.32211,-7.716306,-0.5064907,1.8089362,-9.399142,-1.1599439,-7.669891,-9.825467,-1.9541206,-7.871661,-8.280324,-6.48452
1890,España,2170.7438252169086,1755.376191967278,4117.994225543478,-391.9822,112.86495,-20.816465,7.4061136,13.698196,-7.4170904,2.0339878,-12.271597,-19.774931,-8.714296,-11.151839,-4.87756,-6.211862
1891,España,2233.892367347596,1791.12338928083,4303.879310344828,-407.9216,97.03938,-9.617473,3.362372,8.154565,-5.7433295,1.312493,-8.669841,-15.18944,-7.0755982,-8.410794,-6.9707065,-9.289958
1892,España,2024.1916410061963,1739.690204100191,3929.2279411764707,-391.3757,105.85975,-4.380379,7.1020555,14.643334,-2.5101953,-1.7563049,-10.501306,-13.65031,-6.080231,-9.544621,-9.59521,-10.475628
1893,España,2195.8312684654215,1815.6627704637046,4292.7870639534885,-390.48972,89.99846,-9.962944,5.501214,10.422571,-4.8784494,-0.654744,-12.7037325,-17.60556,-4.904965,-5.5760612,-6.8996887,-7.131084
1894,España,1746.9584837348673,1551.7193385210408,3279.2483501552797,-360.73758,150.59921,-16.276686,12.651221,18.046206,-8.580701,2.0313032,-13.826154,-19.02445,-4.120972,-12.374492,-9.581268,-8.286114
1895,España,1924.2532040630451,1594.0128781304793,3619.245426829268,-368.05588,126.355,-12.190631,7.2460523,15.85642,-6.8331084,-1.5728952,-10.058658,-14.38155,-5.2138705,-9.5413,-8.183085,-9.203581
1896,España,2234.2814127046104,1754.2224749517359,4244.085065645514,-388.23517,120.99128,-23.185175,3.9525063,10.9262705,-11.463575,-0.49115372,-11.469297,-16.403612,-5.6391006,-12.03263,-6.4845514,-4.1320276
1897,España,1842.888350128372,1569.9817174179057,3514.8540296052633,-364.00168,128.02043,-6.106424,0.672999,13.765862,-3.683071,-4.5005994,-10.274358,-12.61539,-9.134709,-12.6486225,-6.8173103,-6.6718
1898,España,1725.8832041805506,1573.9503219232847,3327.059659090909,-364.41238,143.57976,-11.65253,7.547116,15.924977,-6.273655,-0.4308938,-13.287878,-17.208569,-6.4956927,-12.822683,-8.934652,-8.488066
1899,España,1650.2814515167288,1240.1929664236552,2858.3040959530026,-396.89896,109.09547,-16.259829,2.978958,18.36682,-10.015147,-9.176816,-6.1994047,-14.833292,-13.360502,-10.145927,-5.649376,-2.8872256
1900,España,1502.190864047886,1390.8775055059687,2882.5262404580153,-360.49524,136.40015,-14.843059,14.063095,27.309282,-8.143526,-3.1598015,-1.6409668,-10.215665,-6.2099037,-6.8573384,-3.9329607,-0.8669004
1901,España,1503.030353146885,1356.747828432914,2859.6363847583643,-342.02222,143.75157,-19.51825,-3.234276,17.382156,-10.342894,-8.117266,-6.752437,-15.057137,-11.855513,-8.514808,-1.0534558,0.50225407
1902,España,1664.2460854921203,1430.9821582206937,3179.932735426009,-363.42218,130.32619,-28.778181,-4.4797854,12.4525795,-17.733181,-6.5165644,-2.280406,-13.837933,-7.116134,-2.6887295,-0.14524458,0.8800431
1903,España,1716.9365492861282,1358.6295136881238,3104.855463224894,-374.27896,115.234184,-19.959698,-0.5616857,14.621029,-13.70256,-11.691481,-8.838285,-14.70506,-12.177063,-12.563393,-8.884532,-4.6991386
1904,España,1279.9875690547633,1056.6985878325363,2281.2972054380666,-355.58167,128.1169,-17.141918,-11.116088,10.619699,-11.867222,-12.263659,-6.763062,-14.056749,-14.203532,-10.898232,-7.9777546,-5.5548677
1905,España,850.702414376193,1304.0902122678506,1771.9572368421052,-618.42896,157.50655,28.252975,22.851543,26.449009,8.948562,6.9398737,2.29418,3.7121942,7.924618,4.5603046,7.3575974,5.8958683
1906,España,982.4132536378013,1406.84046075971,2114.574016100179,-576.53033,154.91248,23.636734,18.330553,24.304016,12.663327,9.475271,-2.8032973,-0.7718423,7.4150715,3.1074975,6.7799864,8.032602
1907,España,1161.5916385918858,1614.2076453505788,2595.3547297297296,-617.2303,134.94069,16.704002,26.51546,24.525768,9.506354,14.377822,-0.18210977,0.53551406,11.830411,4.5701222,6.5737906,7.78986
1908,España,1018.4387799222632,1651.052436225186,2527.8076171875,-638.87036,112.73375,29.029816,24.12456,24.322721,14.31117,13.240423,5.4756823,5.0808396,10.748495,7.4973345,7.357211,7.717908
1909,España,1023.3480715901236,1311.2242376655022,2167.567172897196,-547.64514,168.99362,23.714336,12.438195,24.316185,10.644623,1.3816897,-7.13616,-1.7766136,4.9983625,0.42777792,4.2124844,7.185598
1910,España,992.8889804046119,1430.8307493660134,2267.578125,-563.47107,138.37984,31.161907,23.231628,28.87932,12.19983,2.4980516,-1.6035328,3.02019,6.7917137,3.0941904,4.108319,4.320016
1911,España,1012.029687766733,1458.1701726457109,2265.1875,-584.4825,146.3875,25.531805,22.707907,26.038149,11.721885,8.605669,-0.2567947,3.6093125,9.252375,1.5621473,3.6921222,5.5508213
1912,España,1024.4936423130941,1417.6493819393659,2286.0808486238534,-564.2376,141.05405,32.41157,17.796083,24.238644,13.428719,3.673299,-3.4714994,1.7710606,7.0234203,2.2305384,3.3182433,5.613218
1913,España,1020.8488041563106,1434.4878141519248,2199.769938650307,-571.62555,147.65736,24.751034,20.989712,27.81159,12.237221,5.861465,-1.2574216,3.2432477,7.2885833,0.10875379,4.577406,7.607967
1914,España,1013.2648733858488,1377.8402576905787,2152.9822716346152,-556.7214,160.45915,23.391039,13.321499,22.510267,10.286532,3.9169874,-4.4534545,1.0873281,7.9255404,1.47949,4.4367456,8.059102
1915,España,849.4328753928274,1368.0140097278281,1758.0983231707316,-632.97723,149.09131,25.416506,20.898684,25.577253,11.15144,11.085578,3.3843577,0.8436994,7.086176,5.344704,6.3921313,6.911753
1916,España,955.3330510653118,1547.3634568066252,2132.8125,-602.6234,139.36641,20.881554,27.341034,24.881563,6.5884447,13.041122,4.501289,1.5726609,8.995745,3.6639647,4.815345,6.293038
1917,España,926.3598999461367,1376.5827195013453,2048.151676829268,-569.3006,145.1113,33.644207,19.009535,23.490864,11.817178,5.5153537,0.39490834,1.8023429,3.346329,2.0092618,6.6923127,5.948791
1918,España,1022.861890024277,1421.6961531852587,2166.981064920273,-559.5617,154.02072,20.951956,20.854326,23.102697,6.0739255,9.532313,1.879486,-0.6897749,4.64469,0.23911878,4.769129,7.149712
1919,España,907.0451020920959,1312.0847330591448,1786.771716101695,-563.85504,150.29669,28.71362,22.117535,31.17575,10.822199,2.243881,1.8911265,2.1815865,1.39324,0.9598276,6.8051734,7.159859
1920,España,977.8256827880543,1482.0534223456716,1989.4236438679245,-616.43317,171.49646,3.6489224,30.72835,23.811224,-1.4636631,17.903294,1.1377214,-2.8939893,10.94813,-2.8739078,1.8905423,7.7017813
1921,España,1080.447438319927,1486.1540763715045,2261.3502358490564,-545.615,191.84952,-5.248373,32.32024,26.317911,-7.7056737,12.889304,-4.2991776,-7.3186235,9.420421,-5.1212535,1.2194887,7.1629095
1922,España,1145.1104931964303,1585.6068669642646,2566.5,-542.9684,163.88881,6.6684985,25.923918,23.694347,-0.7681959,10.9125185,-2.6366022,-5.0321474,7.8309736,-2.3041484,0.45797193,4.5477514
1923,España,1974.9341672312712,1867.4505321188567,4104.478433098591,-355.14975,139.44261,-10.030778,25.011957,23.245956,1.126255,13.440412,-2.4589758,-3.1849284,0.11380907,-12.464613,-0.81942487,-0.95607394
1924,España,1304.7984624589653,1441.4373713546088,2731.729822834646,-421.01624,119.1163,22.573332,6.3709965,13.376822,7.268979,3.510331,1.5928814,4.3395534,5.907411,2.5398138,3.3887782,-0.20525087
1925,España,1099.9962180248963,1220.4586403435917,2183.3653846153848,-419.70096,159.84349,27.724718,7.0404186,16.547033,7.527123,5.5548105,3.211967,1.7685453,3.745607,1.7891055,1.6637939,-1.9525999
1926,España,1254.6108751022348,1421.2756580741682,2585.162369451697,-414.7728,109.21606,24.255327,13.869297,18.162327,11.177809,5.9782987,1.2433428,6.3160563,7.776955,1.0708709,3.3323634,-0.6675488
1927,España,1383.207586070256,1399.6908603070638,2788.8225255972698,-416.58383,146.98781,11.666841,1.8832704,14.140358,5.592436,5.105189,-0.74035007,-0.92460847,4.958276,3.9363785,4.8483686,-1.9718059
1928,España,1238.6114139701708,1326.1420089210908,2465.1568279901358,-415.7996,141.89221,25.141975,11.339368,14.844292,6.189233,7.017697,2.4708154,3.3736544,6.7061677,1.9019362,1.631374,-3.3413718
1929,España,1314.4531427872796,1448.3161270232472,2767.559162621359,-428.53574,115.57391,24.97906,10.713695,15.300502,10.2442045,8.862803,2.5042298,-0.4641774,3.5744848,5.022612,3.4502254,-4.077695
1930,España,1360.8027489971837,1438.8082573160045,2736.028156996587,-449.52975,115.67222,19.22849,6.095781,8.505041,0.99421835,1.7445529,0.6743458,4.5526924,8.161605,4.0187554,5.0222187,1.849671
1931,España,1595.4603136932365,1596.0954344974712,3277.1033653846152,-454.7994,98.56675,18.90913,6.765222,6.1312523,3.5831656,9.113083,4.259598,1.5775597,5.265283,4.421067,3.898111,-0.8945181
1932,España,1299.247133982593,1414.9109725803055,2601.7780172413795,-407.0301,124.04686,23.121286,12.568752,13.378728,6.5012956,7.327811,-0.05694815,3.487834,9.347599,1.5990891,2.302004,0.8365772
1933,España,1463.5301961640084,1504.8062302301448,2936.573093220339,-439.52463,127.67365,14.777768,11.950874,13.432979,3.3086612,9.110049,3.3859692,3.6035116,8.67269,2.1085103,2.199115,-1.2543331
1934,España,1331.6482447317417,1400.666766805931,2655.499188311688,-411.1789,139.96284,19.021116,5.31366,10.060029,7.781912,10.261346,-1.0434282,0.36192968,6.533401,-0.83799523,2.8878884,3.53549
1935,España,1124.7636007491317,1411.9291695703669,2431.8681735436894,-447.92505,123.96895,21.97055,4.8529806,10.189761,5.043348,6.479776,5.306003,5.3568244,7.7177615,5.3680563,4.390776,0.060912494
1936,España,1218.4993847247492,1410.4599162354102,2622.338598901099,-433.4241,120.65643,22.62632,5.3439045,11.327558,7.9915175,6.2222834,2.3658419,5.3219166,9.19027,6.100773,3.946687,-3.631561
1937,España,1208.144055660491,1357.0655035235259,2421.9070841889115,-423.91516,130.74571,22.87687,6.9244766,14.3711405,9.392881,7.6297946,2.365133,2.4400902,5.3760004,2.63548,2.0677154,-3.8543563
1938,España,1067.6713819022634,1288.622006085503,2069.995525059666,-412.47873,146.76587,23.058002,17.209139,24.831057,12.104225,9.573454,1.4442229,0.10476474,4.8643265,1.3689258,1.8937087,-2.1868556
1939,España,1604.3316184899286,1569.1158956413842,3310.054866412214,-436.0801,111.78129,15.553317,2.1633074,3.8022203,1.3464833,8.000089,2.7730603,0.978449,7.884572,5.680118,1.6306267,-2.073961
1940,España,1169.8120528852633,1335.0138739658853,2411.8674471299096,-401.51422,128.22508,25.869347,9.070574,16.00369,10.876192,5.0578814,-2.562515,-0.37948877,3.153211,0.07300178,2.1829739,-2.2081563
1941,España,1032.4697237616438,965.482195677298,1786.607142857143,-365.67657,134.02371,18.990463,-20.312521,-9.936614,-8.701052,-15.609023,-17.90348,-16.654696,-14.842003,-10.843268,-2.0120997,2.9887567
1942,España,1178.0517678705912,1019.4238956361922,2056.978283898305,-368.07422,122.41849,14.265733,-23.14806,-10.565091,-5.5189652,-12.842517,-18.43161,-17.972784,-14.583862,-9.304759,-0.81125593,3.4476652
1943,España,1079.94875431803,955.7388045897317,1853.7654083204932,-337.04483,163.94885,6.5792007,-37.020313,-12.1033745,-10.951823,-22.482431,-19.206202,-14.165544,-16.814014,-14.637549,-4.3769946,0.095341496
1944,España,1058.5040836619823,944.8699433480026,1790.4198441644562,-364.93326,165.92337,6.3317657,-39.271767,-14.963098,-12.39183,-23.45821,-21.55496,-15.924572,-17.092161,-15.678442,-5.810959,-0.5478958
1945,España,1086.5721990645727,942.7118147682991,1823.3018488745981,-374.5234,174.09558,0.73852634,-43.26187,-15.563257,-14.248493,-24.506538,-21.21722,-15.854388,-16.68213,-14.4223385,-4.29988,0.45072442
1946,España,1112.2382537589685,955.2328969144709,1800.73794345898,-397.59827,134.15167,18.070251,-26.986082,-18.712212,-9.129804,-10.617596,-15.783192,-16.509169,-16.70238,-13.694971,-0.9305402,6.0553102
1947,España,1104.7548518263698,955.5843407151422,1845.2913851351352,-398.3483,134.37564,19.80317,-28.616348,-19.981075,-10.053084,-14.080899,-20.935354,-21.10469,-16.212118,-8.987562,0.39272392,3.9880834
1948,España,1104.917553222391,1003.2745326717234,1865.1785714285713,-384.0851,121.528694,20.787136,-19.388569,-12.515124,-7.9739237,-13.930748,-19.219353,-18.863966,-15.808095,-9.535401,0.37711826,3.5409114
1949,España,1041.2731644753146,959.1048216701863,1793.3529713114754,-389.96948,150.3927,15.329457,-30.831743,-13.703901,-8.783766,-18.321884,-20.188202,-17.543331,-18.383669,-14.641168,-3.1073358,0.7726356
1950,España,1710.7707078049425,1500.4165082591298,3335.014409221902,-522.81055,85.34286,11.840276,8.592568,15.724259,4.6617985,0.28786203,-1.217279,-3.0276759,-3.4683123,-4.7399817,-2.5499647,-3.2821229
1951,España,1630.5086830243642,1449.2472565058883,3076.7389112903224,-500.93674,126.327,3.4946322,6.387944,20.617153,4.727544,-0.474653,-6.4559956,-8.489597,-5.271598,-5.692868,-1.254953,-4.9261265
1952,España,1785.3237408008154,1454.1993009421747,3367.6572389240505,-476.32822,116.79829,2.1504316,4.323332,20.24963,2.9950657,-2.146895,0.9518935,-3.8806748,-14.839331,-13.818984,0.98025936,-3.172432
1953,España,1633.1940978626017,1494.3120125154385,3190.1519495412845,-510.53726,104.403015,9.52444,1.8207905,13.20782,0.20174825,-3.8438053,1.304479,-1.5237942,-8.345745,-6.667514,0.4155997,-4.3803253
1954,España,1585.1514277278425,1324.54464370794,2902.8867713004483,-465.15488,140.50185,0.8988902,4.7510576,21.590544,0.445672,-4.137469,-2.448281,-4.5909076,-10.368468,-14.232713,-5.218404,-7.7814174
